Date,Price,Open,High,Low,Vol.,Change %
2020-09-29,1897.69,"1,881.40","1,899.24","1,875.56",,0.90%
2020-09-30,1885.44,"1,897.81","1,902.39","1,881.31",,-0.65%
2020-10-01,1905.05,"1,885.80","1,912.09","1,884.48",,1.04%
2020-10-02,1898.7,"1,905.65","1,917.28","1,889.57",,-0.33%
2020-10-05,1912.9,"1,902.24","1,918.74","1,886.81",,0.75%
2020-10-06,1877.13,"1,913.28","1,921.10","1,874.57",,-1.87%
2020-10-07,1887.22,"1,878.84","1,898.31","1,873.05",,0.54%
2020-10-08,1893.09,"1,887.40","1,900.73","1,881.86",,0.31%
2020-10-09,1929.43,"1,894.19","1,930.83","1,893.32",,1.92%
2020-10-12,1921.95,"1,930.50","1,933.45","1,918.19",,-0.39%
2020-10-13,1890.82,"1,922.42","1,925.73","1,886.59",,-1.62%
2020-10-14,1900.89,"1,891.90","1,913.03","1,882.44",,0.53%
2020-10-15,1907.82,"1,900.31","1,909.22","1,889.46",,0.36%
2020-10-16,1898.97,"1,907.95","1,914.06","1,897.59",,-0.46%
2020-10-19,1904.27,"1,899.94","1,918.59","1,897.09",,0.28%
2020-10-20,1906.39,"1,904.24","1,914.20","1,894.74",,0.11%
2020-10-21,1924.49,"1,908.65","1,931.41","1,907.94",,0.95%
2020-10-22,1904.04,"1,924.34","1,926.00","1,894.80",,-1.06%
2020-10-23,1900.79,"1,904.24","1,914.30","1,894.54",,-0.17%
2020-10-26,1901.69,"1,902.34","1,908.55","1,890.90",,0.05%
2020-10-27,1906.83,"1,902.19","1,911.34","1,897.47",,0.27%
2020-10-28,1877.06,"1,908.05","1,911.03","1,869.59",,-1.56%
2020-10-29,1867.13,"1,876.94","1,885.42","1,859.67",,-0.53%
2020-10-30,1877.95,"1,868.24","1,889.85","1,864.64",,0.58%
2020-11-02,1895.1,"1,878.59","1,896.12","1,873.21",,0.91%
2020-11-03,1908.36,"1,895.80","1,910.71","1,886.81",,0.70%
2020-11-04,1903.21,"1,908.59","1,916.68","1,883.15",,-0.27%
2020-11-05,1948.56,"1,903.65","1,952.95","1,902.43",,2.38%
2020-11-06,1951.51,"1,949.24","1,960.77","1,935.40",,0.15%
2020-11-09,1861.86,"1,954.65","1,965.92","1,850.36",,-4.59%
2020-11-10,1876.5,"1,862.15","1,890.60","1,860.30",,0.79%
2020-11-11,1864.71,"1,877.34","1,884.93","1,856.05",,-0.63%
2020-11-12,1875.76,"1,865.30","1,883.88","1,862.46",,0.59%
2020-11-13,1888.04,"1,876.44","1,897.16","1,873.76",,0.65%
2020-11-16,1888.52,"1,888.74","1,899.35","1,864.74",,0.03%
2020-11-17,1878.6,"1,889.15","1,893.90","1,877.69",,-0.52%
2020-11-18,1871.41,"1,878.60","1,884.92","1,863.94",,-0.38%
2020-11-19,1867.37,"1,871.44","1,874.34","1,852.48",,-0.22%
2020-11-20,1870.49,"1,867.59","1,879.98","1,860.66",,0.17%
2020-11-23,1835.85,"1,869.84","1,876.72","1,830.85",,-1.85%
2020-11-24,1807.51,"1,836.65","1,839.26","1,800.69",,-1.54%
2020-11-25,1805.3,"1,807.69","1,817.98","1,801.33",,-0.12%
2020-11-26,1810.57,"1,805.74","1,818.78","1,805.31",,0.29%
2020-11-27,1788.13,"1,811.09","1,813.81","1,773.93",,-1.24%
2020-11-30,1777.02,"1,789.05","1,789.99","1,764.69",,-0.62%
2020-12-01,1814.87,"1,777.40","1,817.55","1,775.52",,2.13%
2020-12-02,1831.01,"1,815.19","1,832.65","1,806.99",,0.89%
2020-12-03,1840.36,"1,831.34","1,844.45","1,823.60",,0.51%
2020-12-04,1837.61,"1,841.05","1,848.26","1,829.30",,-0.15%
2020-12-07,1863.69,"1,837.99","1,868.76","1,822.99",,1.42%
2020-12-08,1871.36,"1,863.55","1,875.79","1,859.83",,0.41%
2020-12-09,1839.11,"1,871.19","1,871.37","1,825.71",,-1.72%
2020-12-10,1835.31,"1,839.59","1,850.40","1,828.48",,-0.21%
2020-12-11,1839.03,"1,835.55","1,847.89","1,824.23",,0.20%
2020-12-14,1827.17,"1,839.30","1,839.86","1,819.92",,-0.64%
2020-12-15,1853.46,"1,827.80","1,855.76","1,825.29",,1.44%
2020-12-16,1864.15,"1,853.94","1,866.20","1,844.75",,0.58%
2020-12-17,1885.87,"1,864.26","1,896.26","1,861.83",,1.17%
2020-12-18,1880.66,"1,885.80","1,889.88","1,876.97",,-0.28%
2020-12-21,1876.21,"1,883.20","1,906.93","1,856.69",,-0.24%
2020-12-22,1859.56,"1,876.65","1,884.61","1,858.73",,-0.89%
2020-12-23,1872.08,"1,859.99","1,878.59","1,858.59",,0.67%
2020-12-24,1876.56,"1,872.74","1,882.55","1,869.52",,0.24%
2020-12-25,1875.82,"1,877.07","1,877.07","1,877.07",,-0.04%
2020-12-28,1871.19,"1,885.93","1,900.53","1,869.21",,-0.25%
2020-12-29,1877.99,"1,872.24","1,886.91","1,870.99",,0.36%
2020-12-30,1893.37,"1,878.34","1,894.06","1,875.66",,0.82%
2020-12-31,1896.49,"1,893.55","1,901.26","1,884.77",,0.16%
2021-01-01,1898.1,"1,897.69","1,899.12","1,897.39",,0.09%
2021-01-04,1942.28,"1,906.05","1,944.65","1,905.36",,2.33%
2021-01-05,1949.35,"1,942.65","1,953.17","1,934.08",,0.36%
2021-01-06,1918.81,"1,950.30","1,959.60","1,901.11",,-1.57%
2021-01-07,1912.5,"1,919.40","1,927.97","1,906.86",,-0.33%
2021-01-08,1848.26,"1,912.90","1,917.85","1,828.74",,-3.36%
2021-01-11,1844.66,"1,849.34","1,857.05","1,817.14",,-0.19%
2021-01-12,1855.63,"1,845.34","1,864.08","1,837.41",,0.59%
